Number Header,Random Header,Dates,Required Date
3813,a,7/26/2010 | 5/19/2010,5/19/2010
3814,a,10/6/2010,['10/6/2010']
3815,a,10/6/2010,['10/6/2010']
3816,a,3/28/2011,['3/28/2011']
3817,a,3/11/2011 | 5/26/2010,5/26/2010
3818,a,6/ 2/2010 | 5/31/2011,6/2/2010
3819,a,1/5/2011 | 4/1/2011,1/5/2011
3820,a,10/4/2011,['10/4/2011']
3821,a,8/5/2011,['8/5/2011']
3822,a,6/ 16/2011 | 6/ 18/2010,6/18/2010
3823,a,6/ 20/2011 | 6/ 21/2010,6/21/2010
3824,a,6/ 18/2010 | 6/ 16/2011,6/18/2010
3825,a,6/ 18/2010 | 6/ 16/2011,6/18/2010
3826,a,6/ 29/2010 | 6/ 24/2011,6/29/2010
3827,a,6/30/2011,['6/30/2011']
3828,a,6/ 23/2010 | 6/ 21/2011,6/23/2010
3829,a,4/4/2011 | 7/9/2010 | 6/ 25/2010,6/25/2010
3830,a,6/ 28/2010 | 6/ 27/2011,6/28/2010
3831,a,6/ 27/2011 | 6/ 28/2010,6/28/2010
3832,a,6/ 19/2010 | 4/6/2011,6/19/2010
3833,a,6/ 19/2010 | 4/6/2011,6/19/2010
3834,a,6/ 22/2010 | 6/ 21/2011,6/22/2010
3835,a,6/20/2011,['6/20/2011']
3836,a,6/ 24/2010 | 6/ 23/2011,6/24/2010
3837,a,6/ 23/2011 | 6/ 24/2010,6/24/2010
3838,a,10/27/2010,['10/27/2010']
3839,a,6/ 29/2010 | 6/ 28/2011,6/29/2010
3840,a,6/ 28/2011 | 6/ 29/2010,6/29/2010
3841,a,9/28/2010 | 6/ 29/2010 | 6/ 28/2011,6/29/2010
3842,a,6/ 23/2011 | 6/ 25/2010,6/25/2010
3843,a,2/1/2012 | 10/14/2011,10/14/2011
3844,a,8/17/2010 | 8/1/2010 | 9/17/2010 | 7/30/2010 | 7/31/2010 | 7/28/2011 | 3/31/2011,7/30/2010
3845,a,9/17/2010 | 7/30/2010 | 7/28/2011 | 7/31/2010 | 8/1/2010 | 3/31/2011 | 8/17/2010,7/30/2010
3846,a,2/2/2011 | 7/23/2010,7/23/2010
3847,a,8/4/2011 | 8/10/2010 | 8/24/2010,8/10/2010
3848,a,8/31/2010 | 8/30/2011,8/31/2010
3849,a,7/7/2011 | 8/17/2010 | 7/7/2011 | 7/7/2011 | 7/9/2010 | 8/26/2010,7/9/2010
3850,a,7/9/2010 | 8/17/2010 | 7/7/2011 | 8/26/2010 | 7/7/2011 | 7/7/2011,7/9/2010
3851,a,7/7/2011 | 7/7/2011 | 8/26/2010 | 7/9/2010 | 7/7/2011 | 8/17/2010,7/9/2010
3852,a,7/13/2011 | 7/16/2010,7/16/2010
3853,a,7/21/2011 | 7/30/2010,7/30/2010
3854,a,8/4/2010 | 7/15/2010 | 6/ 13/2011,7/15/2010
3855,a,7/25/2011 | 5/6/2011 | 7/26/2010,7/26/2010
3856,a,7/25/2011 | 7/26/2010,7/26/2010
3857,a,7/22/2010 | 7/21/2010 | 7/19/2011,7/21/2010
3858,a,8/19/2011,['8/19/2011']
3859,a,7/26/2010 | 7/25/2011,7/26/2010
3860,a,7/22/2011 | 7/27/2010,7/27/2010
3861,a,7/1/2010 | 6/ 29/2011 | 4/4/2011,7/1/2010
3862,a,7/28/2010 | 7/11/2011 | 8/11/2010,7/28/2010
3863,a,7/20/2011 | 7/23/2010 | 7/30/2010,7/23/2010
3864,a,9/1/2010 | 6/ 22/2011 | 7/28/2010 | 11/17/2010 | 8/24/2010 | 10/27/2010 | 7/8/2011,7/28/2010
3865,a,11/9/2010 | 8/15/2011 | 12/22/2010 | 8/16/2010 | 8/16/2010,8/16/2010
3866,a,7/28/2010 | 2/17/2011,7/28/2010
3867,a,5/25/2011,['5/25/2011']
3868,a,10/26/2011,['10/26/2011']
3869,a,10/26/2011,['10/26/2011']
3870,a,8/3/2010 | 8/2/2011 | 4/28/2011,8/3/2010
3871,a,7/30/2010 | 8/2/2010 | 7/26/2011,7/30/2010
3872,a,8/29/2011 | 8/31/2010,8/31/2010
3873,a,8/3/2011 | 8/4/2010 | 10/5/2010,8/4/2010
3874,a,5/12/2011,['5/12/2011']
3875,a,8/16/2011 | 9/3/2010,9/3/2010
3876,a,8/13/2010 | 8/8/2011,8/13/2010
3877,a,4/8/2011 | 12/15/2011,4/8/2011
3878,a,8/11/2011 | 8/16/2010,8/16/2010
3879,a,8/11/2011 | 8/16/2010,8/16/2010
3880,a,7/26/2011 | 8/13/2010,8/13/2010
3881,a,9/8/2011 | 9/13/2010,9/13/2010
3882,a,7/12/2011,['7/12/2011']
3883,a,8/16/2010 | 8/10/2011,8/16/2010
3884,a,8/20/2010 | 8/18/2011,8/20/2010
3885,a,8/18/2011 | 8/20/2010,8/20/2010
3886,a,8/18/2011 | 8/20/2010,8/20/2010
3887,a,1/10/2011 | 5/2/2011 | 8/12/2011 | 8/16/2010,8/16/2010
3888,a,9/16/2010 | 9/8/2011,9/16/2010
3889,a,8/15/2011 | 8/16/2010,8/16/2010
3890,a,3/3/2011,['3/3/2011']
3891,a,8/10/2012 | 9/22/2011,9/22/2011
3892,a,9/15/2011,['9/15/2011']
3893,a,8/24/2011 | 8/25/2010,8/25/2010
3894,a,5/25/2012,['5/25/2012']
3895,a,10/4/2011,['10/4/2011']
3896,a,8/24/2010 | 8/19/2011,8/24/2010
3897,a,4/8/2011,['4/8/2011']
3898,a,12/2/2010 | 12/7/2009,12/7/2009
3899,a,12/2/2010 | 12/7/2009,12/7/2009
3900,a,12/7/2009 | 12/2/2010,12/7/2009
3901,a,9/23/2010,['9/23/2010']
3902,a,10/25/2010 | 10/24/2011,10/25/2010
3903,a,9/2/2011 | 9/3/2010,9/3/2010
3904,a,9/3/2010 | 9/2/2011,9/3/2010
3905,a,2/17/2011,['2/17/2011']
3906,a,2/17/2011,['2/17/2011']
3907,a,1/25/2012,['1/25/2012']
3908,a,9/8/2010 | 9/7/2011,9/8/2010
3909,a,9/14/2010 | 9/14/2010 | 9/13/2011,9/14/2010
3910,a,9/10/2010 | 9/9/2010 | 9/8/2011,9/9/2010
3911,a,4/22/2011,['4/22/2011']
3912,a,4/22/2011,['4/22/2011']
3913,a,4/22/2011 | 10/24/2011 | 10/25/2010,10/25/2010
3914,a,9/13/2011 | 10/1/2010 | 9/15/2010,9/15/2010
3915,a,10/1/2010 | 9/15/2010 | 9/13/2011,9/15/2010
3916,a,9/24/2010 | 9/28/2010 | 9/22/2011,9/24/2010
3917,a,9/28/2010 | 9/22/2011 | 9/24/2010,9/24/2010
3918,a,9/21/2011 | 9/22/2010 | 9/29/2010 | 10/12/2010,9/22/2010
3919,a,9/14/2011 | 9/22/2010,9/22/2010
3920,a,9/22/2010 | 9/12/2011,9/22/2010
3921,a,2/25/2011 | 10/15/2010,10/15/2010
3922,a,9/14/2011,['9/14/2011']
3923,a,9/17/2010 | 9/14/2011,9/17/2010
3924,a,8/4/2011 | 9/16/2011 | 9/20/2010 | 9/16/2011,9/20/2010
3925,a,7/7/2011,['7/7/2011']
3926,a,9/14/2011,['9/14/2011']
3927,a,5/27/2011,['5/27/2011']
3928,a,10/24/2011 | 10/25/2010,10/25/2010
3929,a,10/26/2011,['10/26/2011']
3930,a,10/25/2010 | 10/24/2011,10/25/2010
3931,a,10/25/2010 | 3/22/2011 | 10/24/2011,10/25/2010
3932,a,10/1/2010 | 9/26/2011,10/1/2010
3933,a,9/26/2011 | 10/1/2010,10/1/2010
3934,a,10/3/2011,['10/3/2011']
3935,a,9/28/2010 | 9/22/2011 | 9/24/2010,9/24/2010
3936,a,9/27/2010 | 9/26/2011,9/27/2010
3937,a,1/16/2012,['1/16/2012']
3938,a,9/27/2011 | 9/29/2010,9/29/2010
3939,a,5/13/2011,['5/13/2011']
3940,a,9/30/2010 | 9/28/2011,9/30/2010
3941,a,9/29/2011 | 11/30/2011,9/29/2011
3942,a,10/3/2011,['10/3/2011']
3943,a,2/23/2012 | 2/25/2011,2/25/2011
3944,a,10/4/2010 | 10/3/2011,10/4/2010
3945,a,10/1/2010 | 6/ 22/2011 | 9/28/2011,10/1/2010
3946,a,12/22/2010 | 6/ 22/2011 | 9/29/2011 | 12/23/2010 | 6/ 21/2011 | 10/22/2010 | 6/ 1/2011 | 10/1/2010,10/1/2010
3947,a,10/10/2010 | 9/30/2011 | 10/4/2010,10/4/2010
3948,a,9/30/2011 | 10/10/2010 | 10/4/2010,10/4/2010
3949,a,11/11/2010 | 11/10/2011,11/11/2010
3950,a,4/5/2011,['4/5/2011']
3951,a,5/31/2011,['5/31/2011']
3952,a,5/31/2011,['5/31/2011']
3953,a,12/28/2010,['12/28/2010']
3954,a,10/6/2010 | 10/3/2011,10/6/2010
3955,a,5/31/2011,['5/31/2011']
3956,a,2/1/2012 | 2/4/2011,2/4/2011
3957,a,12/1/2010 | 11/29/2011,12/1/2010
3958,a,10/11/2010 | 11/9/2010 | 10/7/2011,10/11/2010
3959,a,10/7/2011 | 10/11/2010 | 11/9/2010,10/11/2010
3960,a,8/4/2011 | 9/23/2011,8/4/2011
3961,a,9/28/2011 | 6/ 22/2011 | 10/13/2010,10/13/2010
3962,a,6/7/2002,['6/7/2002']
3963,a,6/21/2002,['6/21/2002']
3964,a,10/11/2002,['10/11/2002']
3965,a,10/11/2002,['10/11/2002']
3966,a,5/27/2008,['5/27/2008']
3967,a,5/12/2008,['5/12/2008']
3968,a,5/9/2003,['5/9/2003']
3969,a,7/10/2003,['7/10/2003']
3970,a,10/31/2003,['10/31/2003']
3971,a,11/24/2003,['11/24/2003']
3972,a,3/5/2004,['3/5/2004']
3973,a,11/17/2004,['11/17/2004']
3974,a,9/1/2011 | 1/3/2012,9/1/2011
3975,a,1/12/2011 | 10/4/2010 | 11/3/2010 | 9/29/2010 | 12/10/2010 | 10/20/2010 | 9/28/2011 | 10/21/2010,9/29/2010
3976,a,12/10/2010 | 10/4/2010 | 1/12/2011 | 10/21/2010 | 9/28/2011 | 9/29/2010 | 11/3/2010 | 10/20/2010,9/29/2010
3977,a,9/29/2010 | 10/21/2010 | 10/20/2010 | 10/4/2010 | 9/28/2011 | 1/12/2011 | 12/10/2010 | 11/3/2010,9/29/2010
3978,a,12/17/2010 | 11/10/2011 | 11/11/2010,11/11/2010
3979,a,6/14/2011,['6/14/2011']
3980,a,5/16/2011,['5/16/2011']
3981,a,5/16/2011,['5/16/2011']
3982,a,5/13/2011,['5/13/2011']
3983,a,9/9/2011,['9/9/2011']
3984,a,10/22/2010 | 3/4/2011,10/22/2010
3985,a,11/7/2011 | 11/8/2010,11/8/2010
3986,a,7/28/2011 | 7/30/2010,7/30/2010
3987,a,11/14/2011 | 11/15/2010,11/15/2010
3988,a,11/2/2010 | 11/1/2011 | 11/5/2010,11/2/2010
3989,a,11/2/2010 | 10/28/2011,11/2/2010
3990,a,1/14/2011 | 1/12/2012,1/14/2011
3991,a,11/1/2011 | 11/2/2010 | 11/8/2010,11/2/2010
3992,a,10/29/2010,['10/29/2010']
3993,a,3/14/2011,['3/14/2011']
3994,a,10/27/2011 | 11/16/2010,11/16/2010
3995,a,11/11/2011,['11/11/2011']
3996,a,11/2/2011 | 11/4/2010,11/4/2010
3997,a,8/10/2011,['8/10/2011']
3998,a,1/30/2006 | 9/20/2005 | 2/6/2006 | 7/20/2005 | 6/ 29/2005 | 5/15/2006 | 8/8/2005 | 12/13/2005,6/29/2005
3999,a,1/11/2011 | 1/26/2011 | 1/28/2010,1/28/2010
4000,a,10/31/2011 | 11/8/2010,11/8/2010
4001,a,11/7/2011 | 11/8/2010,11/8/2010
4002,a,11/15/2010 | 11/14/2011,11/15/2010
4003,a,11/17/2010 | 11/8/2011 | 11/9/2010,11/9/2010
4004,a,11/9/2010 | 11/8/2011 | 11/17/2010,11/9/2010
4005,a,11/8/2010 | 11/7/2011,11/8/2010
4006,a,11/8/2010 | 11/7/2011,11/8/2010
4007,a,11/8/2010 | 11/7/2011,11/8/2010
4008,a,12/21/2011,['12/21/2011']
4009,a,11/9/2010 | 11/8/2011,11/9/2010
4010,a,11/8/2011 | 11/9/2010,11/9/2010
4011,a,11/8/2011 | 11/9/2010,11/9/2010
4012,a,8/12/2011,['8/12/2011']
4013,a,9/1/2011,['9/1/2011']
4014,a,2/13/2012 | 2/12/2013,2/13/2012
4015,a,11/14/2011 | 11/16/2010,11/16/2010
4016,a,11/16/2011 | 11/17/2010,11/17/2010
4017,a,4/6/2011,['4/6/2011']
4018,a,9/30/2011,['9/30/2011']
4019,a,11/8/2011 | 6/ 28/2012,11/8/2011
4020,a,3/3/2011 | 2/13/2012,3/3/2011
4021,a,5/5/2011,['5/5/2011']
4022,a,12/8/2010 | 10/20/2011,12/8/2010
4023,a,12/8/2010 | 10/20/2011,12/8/2010
4024,a,11/23/2011 | 12/8/2010,12/8/2010
4025,a,2/7/2012 | 10/19/2012,2/7/2012
4026,a,12/9/2010 | 12/8/2011,12/9/2010
4027,a,6/ 29/2011 | 9/20/2011 | 12/3/2010 | 3/8/2011,12/3/2010
4028,a,12/1/2011 | 12/3/2010,12/3/2010
4029,a,9/16/2011,['9/16/2011']
4030,a,1/11/2011 | 1/10/2012,1/11/2011
4031,a,12/13/2010 | 9/1/2011,12/13/2010
4032,a,12/28/2010 | 12/21/2011 | 1/19/2011,12/28/2010
4033,a,12/13/2011 | 12/16/2010,12/16/2010
4034,a,3/17/2010 | 3/30/2010,3/17/2010
4035,a,9/14/2011,['9/14/2011']
4036,a,7/19/2011,['7/19/2011']
4037,a,3/16/2011 | 2/23/2011 | 2/22/2012,2/23/2011
4038,a,2/23/2011 | 3/16/2011 | 2/22/2012,2/23/2011
4039,a,12/27/2011 | 1/6/2011,1/6/2011
4040,a,1/14/2011 | 1/11/2012,1/14/2011
4041,a,4/4/2011 | 4/3/2012,4/4/2011
4042,a,12/14/2011,['12/14/2011']
4043,a,5/9/2011,['5/9/2011']
4044,a,12/21/2011 | 1/7/2011,1/7/2011
4045,a,9/29/2011,['9/29/2011']
4046,a,8/9/2011 | 1/12/2011,1/12/2011
4047,a,8/12/2011,['8/12/2011']
4048,a,1/25/2012 | 1/26/2011,1/26/2011
4049,a,4/15/2011 | 4/13/2012,4/15/2011
4050,a,1/25/2012 | 1/27/2011,1/27/2011
4051,a,1/22/2011 | 5/26/2011 | 10/14/2011 | 3/8/2011 | 1/22/2011,1/22/2011
4052,a,10/18/2011 | 2/7/2011,2/7/2011
4053,a,10/18/2011 | 2/7/2011,2/7/2011
4054,a,2/7/2011 | 10/18/2011,2/7/2011
4055,a,12/15/2011,['12/15/2011']
4056,a,9/7/2011,['9/7/2011']
4057,a,2/2/2012 | 2/3/2011,2/3/2011
4058,a,10/18/2011 | 6/ 7/2011,6/7/2011
4059,a,2/1/2012 | 11/16/2011,11/16/2011
4060,a,3/7/2011 | 11/18/2011 | 1/17/2012 | 1/27/2011,1/27/2011
4061,a,2/29/2012 | 3/2/2011,3/2/2011
4062,a,8/1/2011 | 3/1/2011,3/1/2011
4063,a,7/21/2011,['7/21/2011']
4064,a,2/28/2011 | 2/27/2012,2/28/2011
4065,a,1/1/2012,['1/1/2012']
4066,a,9/2/2011 | 8/29/2012,9/2/2011
4067,a,9/20/2012 | 9/21/2011,9/21/2011
4068,a,2/4/2012 | 2/7/2011 | 3/9/2011 | 8/26/2011,2/7/2011
4069,a,2/7/2011 | 5/11/2011 | 2/4/2012 | 6/ 10/2011 | 3/9/2011 | 5/9/2011 | 8/26/2011 | 4/1/2011,2/7/2011
4070,a,5/11/2011 | 6/ 10/2011 | 4/1/2011 | 8/26/2011 | 2/4/2012 | 2/7/2011 | 3/9/2011 | 5/9/2011,2/7/2011
4071,a,6/ 10/2011 | 5/9/2011 | 3/9/2011 | 5/11/2011 | 2/7/2011 | 4/1/2011 | 8/26/2011,2/7/2011
4072,a,2/7/2011 | 4/1/2011 | 3/9/2011 | 5/9/2011 | 5/11/2011 | 8/26/2011 | 6/ 10/2011,2/7/2011
4073,a,3/27/2012 | 3/28/2011,3/28/2011
4074,a,2/16/2011 | 2/15/2012,2/16/2011
4075,a,1/12/2012 | 2/11/2011 | 2/14/2011 | 2/11/2011,2/11/2011
4076,a,2/11/2011 | 12/23/2011,2/11/2011
4077,a,2/14/2011 | 2/13/2012,2/14/2011
4078,a,3/11/2013 | 3/16/2012,3/16/2012
4079,a,7/8/2011 | 7/5/2012,7/8/2011
4080,a,11/7/2011,['11/7/2011']
4081,a,2/18/2011 | 2/16/2012,2/18/2011
4082,a,2/18/2011 | 2/21/2011 | 1/27/2012 | 8/16/2011 | 1/26/2012,2/18/2011
4083,a,8/16/2011 | 2/21/2011 | 1/26/2012 | 2/18/2011,2/18/2011
4084,a,3/1/2012 | 3/2/2011,3/2/2011
4085,a,4/22/2011 | 7/8/2011,4/22/2011
4086,a,3/5/2012 | 3/8/2011,3/8/2011
4087,a,5/23/2011 | 8/19/2011,5/23/2011
4088,a,4/22/2011 | 7/29/2011,4/22/2011
4089,a,3/4/2011 | 12/21/2011,3/4/2011
4090,a,3/4/2011 | 3/2/2012 | 4/28/2011,3/4/2011
4091,a,3/2/2012 | 3/4/2011 | 4/28/2011,3/4/2011
4092,a,10/10/2008,['10/10/2008']
4093,a,8/17/2012 | 11/9/2011,11/9/2011
4094,a,11/16/2011,['11/16/2011']
4095,a,11/23/2011 | 9/20/2011,9/20/2011
4096,a,4/25/2011 | 8/3/2011,4/25/2011
4097,a,1/17/2012 | 3/8/2011,3/8/2011
4098,a,9/22/2011,['9/22/2011']
4099,a,5/7/2012,['5/7/2012']
4100,a,10/6/2011,['10/6/2011']
4101,a,1/27/2012,['1/27/2012']
4102,a,4/6/2012 | 4/8/2011,4/8/2011
4103,a,10/3/2011 | 10/2/2012,10/3/2011
4104,a,3/1/2012,['3/1/2012']
4105,a,1/11/2012 | 4/15/2011,4/15/2011
4106,a,1/17/2012 | 3/31/2011,3/31/2011
4107,a,10/17/2011,['10/17/2011']
4108,a,4/11/2011 | 4/10/2012,4/11/2011
4109,a,2/9/2012,['2/9/2012']
4110,a,8/3/2011,['8/3/2011']
4111,a,10/7/2011 | 4/12/2011,4/12/2011
4112,a,4/3/2012 | 4/5/2011 | 4/4/2011,4/4/2011
4113,a,4/1/2011 | 1/24/2012,4/1/2011
4114,a,4/18/2012 | 11/29/2011,11/29/2011
4115,a,4/4/2011 | 4/3/2012,4/4/2011
4116,a,7/21/2011 | 1/31/2012 | 2/1/2011 | 7/12/2011,2/1/2011
4117,a,7/21/2011 | 2/1/2011 | 7/12/2011 | 1/31/2012,2/1/2011
4118,a,4/5/2012 | 4/8/2011,4/8/2011
4119,a,4/4/2012 | 4/5/2011,4/5/2011
4120,a,10/27/2011 | 6/ 30/2011,6/30/2011
4121,a,11/30/2011,['11/30/2011']
4122,a,11/3/2011,['11/3/2011']
4123,a,4/12/2011 | 3/14/2011 | 1/13/2012,3/14/2011
4124,a,4/19/2012 | 4/21/2011,4/21/2011
4125,a,1/25/2012,['1/25/2012']
4126,a,6/ 4/2012 | 1/18/2012,1/18/2012
4127,a,12/19/2011 | 4/13/2011,4/13/2011
4128,a,1/6/2012 | 7/1/2011,7/1/2011
4129,a,4/19/2012 | 7/28/2011 | 4/20/2011,4/20/2011
4130,a,6/ 29/2011 | 4/16/2012,6/29/2011
4131,a,2/28/2012,['2/28/2012']
4132,a,9/13/2011,['9/13/2011']
4133,a,6/ 14/2012 | 6/ 17/2011,6/17/2011
4134,a,8/30/2011,['8/30/2011']
4135,a,2/16/2012 | 5/19/2011,5/19/2011
4136,a,5/10/2012 | 5/13/2011,5/13/2011
4137,a,9/17/2012 | 9/19/2011,9/19/2011
4138,a,3/30/2011 | 6/ 10/2011 | 3/28/2012,3/30/2011
4139,a,4/13/2012 | 7/22/2011 | 7/19/2012 | 8/11/2011 | 11/26/2011,7/22/2011
4140,a,9/22/2011 | 12/7/2011,9/22/2011
4141,a,4/24/2012 | 5/6/2011,5/6/2011
4142,a,9/8/2011 | 9/5/2012,9/8/2011
4143,a,11/8/2011,['11/8/2011']
4144,a,7/7/2011 | 12/12/2011,7/7/2011
4145,a,5/29/2012 | 5/31/2011,5/31/2011
4146,a,9/16/2011 | 6/ 29/2011,6/29/2011
4147,a,6/22/2012,['6/22/2012']
4148,a,11/16/2011,['11/16/2011']
4149,a,5/31/2012 | 6/ 3/2011,6/3/2011
4150,a,7/1/2011 | 6/ 27/2012,7/1/2011
4151,a,3/29/2012,['3/29/2012']
4152,a,1/31/2012 | 5/9/2012,1/31/2012
4153,a,6/ 22/2011 | 6/ 21/2012,6/22/2011
4154,a,3/16/2012,['3/16/2012']
4155,a,10/4/2011,['10/4/2011']
4156,a,10/4/2012 | 10/5/2011,10/5/2011
4157,a,6/ 7/2012 | 7/5/2011 | 7/1/2011 | 6/ 9/2011 | 9/9/2011,6/9/2011
4158,a,7/7/2011 | 7/5/2012 | 7/7/2011,7/7/2011
4159,a,9/15/2000,['9/15/2000']
4160,a,9/15/2000,['9/15/2000']
4161,a,1/18/2012,['1/18/2012']
4162,a,9/15/2000,['9/15/2000']
4163,a,11/1/2011 | 1/13/2012 | 6/ 3/2011 | 5/31/2012,6/3/2011
4164,a,5/4/2002,['5/4/2002']
4165,a,5/3/2002,['5/3/2002']
4166,a,12/8/2003 | 4/2/2003 | 1/30/2003,1/30/2003
4167,a,10/8/2003,['10/8/2003']
4168,a,11/6/2003,['11/6/2003']
4169,a,7/15/2004 | 9/3/2004,7/15/2004
4170,a,2/21/2003 | 2/18/2004,2/21/2003
4171,a,2/21/2003 | 2/18/2004,2/21/2003
4172,a,3/31/2006 | 3/14/2007,3/31/2006
4173,a,1/18/2008 | 1/26/2007,1/26/2007
4174,a,10/30/2008 | 6/ 25/2008,6/25/2008
4175,a,12/21/2011 | 12/9/2011,12/9/2011
4176,a,5/17/2007 | 5/14/2008,5/17/2007
4177,a,11/12/2004,['11/12/2004']
4178,a,10/13/1999 | 9/29/2000,10/13/1999
4179,a,10/13/1999 | 3/7/2000,10/13/1999
4180,a,10/13/1999 | 9/29/2000,10/13/1999
4181,a,10/13/1999 | 3/7/2000,10/13/1999
4182,a,7/22/2011 | 7/19/2012,7/22/2011
4183,a,9/20/2011 | 2/6/2012,9/20/2011
4184,a,1/18/2011,['1/18/2011']
4185,a,11/12/2010,['11/12/2010']
4186,a,11/24/2003,['11/24/2003']
4187,a,6/30/2010,['6/30/2010']
4188,a,8/23/1989,['8/23/1989']
4189,a,8/19/1999,['8/19/1999']
4190,a,4/26/1999,['4/26/1999']
4191,a,8/4/2000,['8/4/2000']
4192,a,8/4/2000,['8/4/2000']
4193,a,8/4/2000,['8/4/2000']
4194,a,4/26/1999,['4/26/1999']
4195,a,12/6/1999,['12/6/1999']
4196,a,8/4/2000,['8/4/2000']
4197,a,7/27/2005 | 8/2/2005 | 1/23/2006,7/27/2005
4198,a,7/27/2005 | 8/2/2005 | 1/23/2006,7/27/2005
4199,a,7/27/2005,['7/27/2005']
4200,a,7/26/2006 | 7/27/2005 | 8/2/2005,7/27/2005
4201,a,7/27/2005 | 8/2/2005 | 7/26/2006,7/27/2005
4202,a,2/26/2004,['2/26/2004']
4203,a,7/15/2008,['7/15/2008']
4204,a,12/21/2006,['12/21/2006']
4205,a,5/10/2007,['5/10/2007']
4206,a,6/4/2007,['6/4/2007']
4207,a,1/7/2008 | 1/9/2008 | 1/7/2008 | 1/7/2008 | 1/7/2008 | 4/23/2008 | 6/ 4/2007,6/4/2007
4208,a,6/4/2007,['6/4/2007']
4209,a,6/16/2008,['6/16/2008']
4210,a,4/1/2009,['4/1/2009']
4211,a,8/19/2010 | 10/27/2010,8/19/2010
4212,a,12/29/2010 | 11/22/2010,11/22/2010
4213,a,9/16/2010 | 9/15/2011,9/16/2010
4214,a,8/3/2010,['8/3/2010']
4215,a,9/17/2010,['9/17/2010']
4216,a,1/6/2011,['1/6/2011']
4217,a,6/ 11/2012 | 6/ 13/2011,6/13/2011
4218,a,9/9/2010 | 11/4/2010,9/9/2010
4219,a,3/3/2011,['3/3/2011']
4220,a,12/31/2010,['12/31/2010']
4221,a,12/31/2010,['12/31/2010']
4222,a,11/14/2011 | 2/11/2011,2/11/2011
4223,a,6/ 13/2011 | 6/ 12/2012,6/13/2011
4224,a,6/ 10/2011 | 2/9/2012,6/10/2011
4225,a,7/31/2012,['7/31/2012']
4226,a,12/9/2011,['12/9/2011']
4227,a,9/16/2011 | 12/20/2011,9/16/2011
4228,a,9/23/2011,['9/23/2011']
4229,a,4/17/2012,['4/17/2012']
4230,a,3/29/2011,['3/29/2011']
4231,a,3/14/2012 | 3/14/2012 | 3/14/2011,3/14/2011
4232,a,9/16/2011 | 9/12/2012,9/16/2011
4233,a,9/16/2011 | 9/12/2012,9/16/2011
4234,a,4/23/2012,['4/23/2012']
4235,a,3/9/2012 | 11/23/2011,11/23/2011
4236,a,2/21/2012,['2/21/2012']
4237,a,7/29/2011 | 7/24/2012,7/29/2011
4238,a,7/24/2012 | 7/29/2011,7/29/2011
4239,a,7/26/2011 | 7/18/2011 | 7/17/2012,7/18/2011
4240,a,4/24/2012 | 6/ 21/2011,6/21/2011
4241,a,6/ 28/2011 | 5/31/2012,6/28/2011
4242,a,5/17/2012,['5/17/2012']
4243,a,7/19/2012 | 7/21/2011,7/21/2011
4244,a,4/24/2012,['4/24/2012']
4245,a,6/29/2012,['6/29/2012']
4246,a,4/30/2012,['4/30/2012']
4247,a,1/23/2012,['1/23/2012']
4248,a,10/12/2011 | 6/ 29/2011 | 10/13/2011 | 6/ 25/2011 | 6/ 22/2012,6/25/2011
4249,a,2/10/2012,['2/10/2012']
4250,a,12/8/2011 | 6/ 27/2011,6/27/2011
4251,a,4/26/2012,['4/26/2012']
4252,a,6/ 28/2011 | 6/ 27/2012 | 10/24/2011 | 6/ 30/2011 | 10/24/2011,6/28/2011
4253,a,3/30/2012,['3/30/2012']
4254,a,12/16/2011 | 12/13/2012,12/16/2011
4255,a,10/31/2012 | 12/19/2011,12/19/2011
4256,a,2/25/2013 | 4/2/2012,4/2/2012
4257,a,8/3/2012 | 8/31/2011 | 9/12/2011,8/31/2011
4258,a,6/ 28/2012 | 7/1/2011 | 11/1/2011,7/1/2011
4259,a,8/19/2011 | 8/17/2012,8/19/2011
4260,a,12/2/2011 | 9/12/2011,9/12/2011
4261,a,8/3/2011 | 3/2/2012,8/3/2011
4262,a,5/22/2012,['5/22/2012']
4263,a,8/5/2011 | 8/3/2012,8/5/2011
4264,a,3/2/2012,['3/2/2012']
4265,a,3/7/2012,['3/7/2012']
4266,a,8/16/2011 | 3/30/2012,8/16/2011
4267,a,8/16/2011 | 3/30/2012,8/16/2011
4268,a,9/19/2012 | 10/20/2011,10/20/2011
4269,a,7/16/2012 | 10/20/2011 | 9/2/2011 | 7/17/2011,7/17/2011
4270,a,7/25/2011 | 7/13/2012 | 7/18/2011 | 9/29/2011,7/18/2011
4271,a,8/16/2011 | 2/6/2012,8/16/2011
4272,a,5/21/2012,['5/21/2012']
4273,a,8/31/2012 | 1/18/2012 | 1/18/2012 | 1/18/2012 | 1/18/2012 | 3/8/2012,1/18/2012
4274,a,5/21/2012,['5/21/2012']
4275,a,7/22/2011 | 6/ 29/2012,7/22/2011
4276,a,6/27/2012,['6/27/2012']
4277,a,6/27/2012,['6/27/2012']
4278,a,3/7/2012,['3/7/2012']
4279,a,8/9/2012 | 8/11/2011,8/11/2011
4280,a,6/ 29/2012 | 8/4/2011 | 9/26/2011,8/4/2011
4281,a,10/10/2008,['10/10/2008']
4282,a,7/25/2008,['7/25/2008']
4283,a,9/26/2001 | 10/3/2000,10/3/2000
4284,a,1/7/2005,['1/7/2005']
4285,a,9/24/2007,['9/24/2007']
4286,a,9/24/2007,['9/24/2007']
